"strain"	"replicate"	"age.at.death"	"rupture"
"strain"	"replicate"	"age.at.death"	"rupture"
"112"	"N2"	2	21	0
"113"	"N2"	2	21	0
"113"	"N2"	2	21	0
"114"	"N2"	2	22	0
"114"	"N2"	2	22	0
"115"	"N2"	2	22	0
"115"	"N2"	2	22	0
"116"	"N2"	2	22	0
"116"	"N2"	2	22	0
"117"	"N2"	2	22	0
"117"	"N2"	2	22	0
"118"	"N2"	2	22	0
"118"	"N2"	2	22	0
"119"	"N2"	2	22	0
"119"	"N2"	2	22	0
"120"	"N2"	2	22	0
"120"	"N2"	2	22	0
"121"	"N2"	2	22	0
"121"	"N2"	2	22	0
"122"	"N2"	2	22	0
"122"	"N2"	2	22	0
"123"	"N2"	2	22	0
"123"	"N2"	2	22	0
"124"	"N2"	2	22	0
"124"	"N2"	2	22	0
"125"	"N2"	2	24	0
"125"	"N2"	2	24	0
"126"	"N2"	2	24	0
"126"	"N2"	2	24	0
"127"	"N2"	2	24	0
"127"	"N2"	2	24	0
"128"	"N2"	2	24	0
"128"	"N2"	2	24	0
"129"	"N2"	2	24	0
"129"	"N2"	2	24	0
"130"	"N2"	2	24	0
"130"	"N2"	2	24	0
"131"	"N2"	2	24	0
"131"	"N2"	2	24	0
"132"	"N2"	2	24	0
"132"	"N2"	2	24	0
"133"	"N2"	2	24	0
"133"	"N2"	2	24	0
"134"	"N2"	2	24	0
"134"	"N2"	2	24	0
"135"	"N2"	2	26	0
"135"	"N2"	2	26	0
"136"	"N2"	2	26	0
"136"	"N2"	2	26	0
"137"	"N2"	2	26	0
"137"	"N2"	2	26	0
"138"	"N2"	2	28	0
"138"	"N2"	2	28	0
"139"	"N2"	2	31	0
"139"	"N2"	2	31	0
"140"	"N2"	2	31	0
"140"	"N2"	2	31	0
"141"	"N2"	2	12	3
"141"	"N2"	2	12	3
"142"	"inx-2"	1	10	0
"142"	"inx-2"	1	10	0
"143"	"inx-2"	1	15	0
"143"	"inx-2"	1	15	0
"144"	"inx-2"	1	15	0
"144"	"inx-2"	1	15	0
"145"	"inx-2"	1	15	0
"145"	"inx-2"	1	15	0
"146"	"inx-2"	1	17	0
"146"	"inx-2"	1	17	0
"147"	"inx-2"	1	17	0
"147"	"inx-2"	1	17	0
"148"	"inx-2"	1	19	0
"148"	"inx-2"	1	19	0
"149"	"inx-2"	1	19	0
"149"	"inx-2"	1	19	0
"150"	"inx-2"	1	19	0
"150"	"inx-2"	1	19	0
"151"	"inx-2"	1	19	0
"151"	"inx-2"	1	19	0
"152"	"inx-2"	1	21	0
"152"	"inx-2"	1	21	0
"153"	"inx-2"	1	21	0
"153"	"inx-2"	1	21	0
"154"	"inx-2"	1	21	0
"154"	"inx-2"	1	21	0
"155"	"inx-2"	1	22	0
"155"	"inx-2"	1	22	0
"156"	"inx-2"	1	22	0
"156"	"inx-2"	1	22	0
"157"	"inx-2"	1	22	0
"157"	"inx-2"	1	22	0
"158"	"inx-2"	1	22	0
"158"	"inx-2"	1	22	0
"159"	"inx-2"	1	22	0
"159"	"inx-2"	1	22	0
"160"	"inx-2"	1	24	0
"160"	"inx-2"	1	24	0
"161"	"inx-2"	1	24	0
"161"	"inx-2"	1	24	0
"162"	"inx-2"	1	26	0
"162"	"inx-2"	1	26	0
"163"	"inx-2"	1	26	0
"163"	"inx-2"	1	26	0
"164"	"inx-2"	1	28	0
"164"	"inx-2"	1	28	0
"165"	"inx-2"	1	31	0
"165"	"inx-2"	1	31	0
"166"	"inx-2"	2	10	0
"166"	"inx-2"	2	10	0
"167"	"inx-2"	2	12	0
"167"	"inx-2"	2	12	0
"168"	"inx-2"	2	14	0
"168"	"inx-2"	2	14	0
"169"	"inx-2"	2	14	0
"169"	"inx-2"	2	14	0
"170"	"inx-2"	2	15	0
"170"	"inx-2"	2	15	0
"171"	"inx-2"	2	15	0
"171"	"inx-2"	2	15	0
"172"	"inx-2"	2	17	0
"172"	"inx-2"	2	17	0
"173"	"inx-2"	2	17	0
"173"	"inx-2"	2	17	0
"174"	"inx-2"	2	17	0
"174"	"inx-2"	2	17	0
"175"	"inx-2"	2	17	0
"175"	"inx-2"	2	17	0
"176"	"inx-2"	2	19	0
"176"	"inx-2"	2	19	0
"177"	"inx-2"	2	19	0
"177"	"inx-2"	2	19	0
"178"	"inx-2"	2	19	0
"178"	"inx-2"	2	19	0
"179"	"inx-2"	2	19	0
"179"	"inx-2"	2	19	0
"180"	"inx-2"	2	19	0
"180"	"inx-2"	2	19	0
"181"	"inx-2"	2	19	0
"181"	"inx-2"	2	19	0
"182"	"inx-2"	2	19	0
"182"	"inx-2"	2	19	0
"183"	"inx-2"	2	19	0
"183"	"inx-2"	2	19	0
"184"	"inx-2"	2	19	0
"184"	"inx-2"	2	19	0
"185"	"inx-2"	2	19	0
"185"	"inx-2"	2	19	0
"186"	"inx-2"	2	21	0
"186"	"inx-2"	2	21	0
"187"	"inx-2"	2	21	0
"187"	"inx-2"	2	21	0
"188"	"inx-2"	2	21	0
"188"	"inx-2"	2	21	0
"189"	"inx-2"	2	21	0
"189"	"inx-2"	2	21	0
"190"	"inx-2"	2	21	0
"190"	"inx-2"	2	21	0
"191"	"inx-2"	2	21	0
"191"	"inx-2"	2	21	0
"192"	"inx-2"	2	21	0
"192"	"inx-2"	2	21	0
"193"	"inx-2"	2	21	0
"193"	"inx-2"	2	21	0
"194"	"inx-2"	2	22	0
"194"	"inx-2"	2	22	0
"195"	"inx-2"	2	22	0
"195"	"inx-2"	2	22	0
"196"	"inx-2"	2	22	0
"196"	"inx-2"	2	22	0
"197"	"inx-2"	2	22	0
"197"	"inx-2"	2	22	0
"198"	"inx-2"	2	22	0
"198"	"inx-2"	2	22	0
"199"	"inx-2"	2	22	0
"199"	"inx-2"	2	22	0
"200"	"inx-2"	2	22	0
"200"	"inx-2"	2	22	0
"201"	"inx-2"	2	22	0
"201"	"inx-2"	2	22	0
"202"	"inx-2"	2	22	0
"202"	"inx-2"	2	22	0
"203"	"inx-2"	2	22	0
"203"	"inx-2"	2	22	0
"204"	"inx-2"	2	22	0
"204"	"inx-2"	2	22	0
"205"	"inx-2"	2	22	0
"205"	"inx-2"	2	22	0
"206"	"inx-2"	2	22	0
"206"	"inx-2"	2	22	0
"207"	"inx-2"	2	22	0
"207"	"inx-2"	2	22	0
"208"	"inx-2"	2	22	0
"208"	"inx-2"	2	22	0
"209"	"inx-2"	2	24	0
"209"	"inx-2"	2	24	0
"210"	"inx-2"	2	24	0
"210"	"inx-2"	2	24	0
"211"	"inx-2"	2	24	0
"211"	"inx-2"	2	24	0
"212"	"inx-2"	2	24	0
"212"	"inx-2"	2	24	0
"213"	"inx-2"	2	24	0
"213"	"inx-2"	2	24	0
"214"	"inx-2"	2	24	0
"214"	"inx-2"	2	24	0
"215"	"inx-2"	2	24	0
"215"	"inx-2"	2	24	0
"216"	"inx-2"	2	26	0
"216"	"inx-2"	2	26	0
"217"	"inx-2"	2	26	0
"217"	"inx-2"	2	26	0
"218"	"inx-2"	2	26	0
"218"	"inx-2"	2	26	0
"219"	"inx-2"	2	26	0
"219"	"inx-2"	2	26	0
"220"	"fmo-2"	1	14	0
"220"	"fmo-2"	1	14	0
"221"	"fmo-2"	1	17	0
"221"	"fmo-2"	1	17	0
"222"	"fmo-2"	1	17	0
"222"	"fmo-2"	1	17	0
"223"	"fmo-2"	1	17	0
"223"	"fmo-2"	1	17	0
"224"	"fmo-2"	1	17	0
"224"	"fmo-2"	1	17	0
"225"	"fmo-2"	1	17	0
"225"	"fmo-2"	1	17	0
"226"	"fmo-2"	1	19	0
"226"	"fmo-2"	1	19	0
"227"	"fmo-2"	1	19	0
"227"	"fmo-2"	1	19	0
"228"	"fmo-2"	1	19	0
"228"	"fmo-2"	1	19	0
"229"	"fmo-2"	1	19	0
"229"	"fmo-2"	1	19	0
"230"	"fmo-2"	1	19	0
"230"	"fmo-2"	1	19	0
"231"	"fmo-2"	1	19	0
"231"	"fmo-2"	1	19	0
"232"	"fmo-2"	1	19	0
"232"	"fmo-2"	1	19	0
"233"	"fmo-2"	1	19	0
"233"	"fmo-2"	1	19	0
"234"	"fmo-2"	1	19	0
"234"	"fmo-2"	1	19	0
"235"	"fmo-2"	1	19	0
"235"	"fmo-2"	1	19	0
"236"	"fmo-2"	1	19	0
"236"	"fmo-2"	1	19	0
"237"	"fmo-2"	1	19	0
"237"	"fmo-2"	1	19	0
"238"	"fmo-2"	1	19	0
"238"	"fmo-2"	1	19	0
"239"	"fmo-2"	1	19	0
"239"	"fmo-2"	1	19	0
"240"	"fmo-2"	1	21	0
"240"	"fmo-2"	1	21	0
"241"	"fmo-2"	1	21	0
"241"	"fmo-2"	1	21	0
"242"	"fmo-2"	1	21	0
"242"	"fmo-2"	1	21	0
"243"	"fmo-2"	1	21	0
"243"	"fmo-2"	1	21	0
"244"	"fmo-2"	1	21	0
"244"	"fmo-2"	1	21	0
"245"	"fmo-2"	1	21	0
"245"	"fmo-2"	1	21	0
"246"	"fmo-2"	1	21	0
"246"	"fmo-2"	1	21	0
"247"	"fmo-2"	1	21	0
"247"	"fmo-2"	1	21	0
"248"	"fmo-2"	1	21	0
"248"	"fmo-2"	1	21	0
"249"	"fmo-2"	1	21	0
"249"	"fmo-2"	1	21	0
"250"	"fmo-2"	1	21	0
"250"	"fmo-2"	1	21	0
"251"	"fmo-2"	1	21	0
"251"	"fmo-2"	1	21	0
"252"	"fmo-2"	1	21	0
"252"	"fmo-2"	1	21	0
"253"	"fmo-2"	1	22	0
"253"	"fmo-2"	1	22	0
"254"	"fmo-2"	1	22	0
"254"	"fmo-2"	1	22	0
"255"	"fmo-2"	1	22	0
"255"	"fmo-2"	1	22	0
"256"	"fmo-2"	1	22	0
"256"	"fmo-2"	1	22	0
"257"	"fmo-2"	1	22	0
"257"	"fmo-2"	1	22	0
"258"	"fmo-2"	1	22	0
"258"	"fmo-2"	1	22	0
"259"	"fmo-2"	1	22	0
"259"	"fmo-2"	1	22	0
"260"	"fmo-2"	1	22	0
"260"	"fmo-2"	1	22	0
"261"	"fmo-2"	1	22	0
"261"	"fmo-2"	1	22	0
"262"	"fmo-2"	1	22	0
"262"	"fmo-2"	1	22	0
"263"	"fmo-2"	1	22	0
"263"	"fmo-2"	1	22	0
"264"	"fmo-2"	1	22	0
"264"	"fmo-2"	1	22	0
"265"	"fmo-2"	1	22	0
"265"	"fmo-2"	1	22	0
"266"	"fmo-2"	1	24	0
"266"	"fmo-2"	1	24	0
"267"	"fmo-2"	1	24	0
"267"	"fmo-2"	1	24	0
"268"	"fmo-2"	1	24	0
"268"	"fmo-2"	1	24	0
"269"	"fmo-2"	1	24	0
"269"	"fmo-2"	1	24	0
"270"	"fmo-2"	1	24	0
"270"	"fmo-2"	1	24	0
"271"	"fmo-2"	1	24	0
"271"	"fmo-2"	1	24	0
"272"	"fmo-2"	1	24	0
"272"	"fmo-2"	1	24	0
"273"	"fmo-2"	1	24	0
"273"	"fmo-2"	1	24	0
"274"	"fmo-2"	1	24	0
"274"	"fmo-2"	1	24	0
"275"	"fmo-2"	1	24	0
"275"	"fmo-2"	1	24	0
"276"	"fmo-2"	1	24	0
"276"	"fmo-2"	1	24	0
"277"	"fmo-2"	1	26	0
"277"	"fmo-2"	1	26	0
"278"	"fmo-2"	1	26	0
"278"	"fmo-2"	1	26	0
"279"	"fmo-2"	1	26	0
"279"	"fmo-2"	1	26	0
"280"	"fmo-2"	1	26	0
"280"	"fmo-2"	1	26	0
"281"	"fmo-2"	1	28	0
"281"	"fmo-2"	1	28	0
"282"	"fmo-2"	1	28	0
"282"	"fmo-2"	1	28	0
"283"	"fmo-2"	1	28	0
"283"	"fmo-2"	1	28	0
"284"	"fmo-2"	2	14	0
"284"	"fmo-2"	2	14	0
"285"	"fmo-2"	2	15	0
"285"	"fmo-2"	2	15	0
"286"	"fmo-2"	2	17	0
"286"	"fmo-2"	2	17	0
"287"	"fmo-2"	2	17	0
"287"	"fmo-2"	2	17	0
"288"	"fmo-2"	2	17	0
"288"	"fmo-2"	2	17	0
"289"	"fmo-2"	2	17	0
"289"	"fmo-2"	2	17	0
"290"	"fmo-2"	2	17	0
"290"	"fmo-2"	2	17	0
"291"	"fmo-2"	2	17	0
"291"	"fmo-2"	2	17	0
"292"	"fmo-2"	2	17	0
"292"	"fmo-2"	2	17	0
"293"	"fmo-2"	2	17	0
"293"	"fmo-2"	2	17	0
"294"	"fmo-2"	2	19	0
"294"	"fmo-2"	2	19	0
"295"	"fmo-2"	2	19	0
"295"	"fmo-2"	2	19	0
"296"	"fmo-2"	2	19	0
"296"	"fmo-2"	2	19	0
"297"	"fmo-2"	2	19	0
"297"	"fmo-2"	2	19	0
"298"	"fmo-2"	2	19	0
"298"	"fmo-2"	2	19	0
"299"	"fmo-2"	2	19	0
"299"	"fmo-2"	2	19	0
"300"	"fmo-2"	2	19	0
"300"	"fmo-2"	2	19	0
"301"	"fmo-2"	2	19	0
"301"	"fmo-2"	2	19	0
"302"	"fmo-2"	2	19	0
"302"	"fmo-2"	2	19	0
"303"	"fmo-2"	2	19	0
"303"	"fmo-2"	2	19	0
"304"	"fmo-2"	2	19	0
"304"	"fmo-2"	2	19	0
"305"	"fmo-2"	2	19	0
"305"	"fmo-2"	2	19	0
"306"	"fmo-2"	2	19	0
"306"	"fmo-2"	2	19	0
"307"	"fmo-2"	2	21	0
"307"	"fmo-2"	2	21	0
"308"	"fmo-2"	2	21	0
"308"	"fmo-2"	2	21	0
"309"	"fmo-2"	2	21	0
"309"	"fmo-2"	2	21	0
"310"	"fmo-2"	2	21	0
"310"	"fmo-2"	2	21	0
"311"	"fmo-2"	2	21	0
"311"	"fmo-2"	2	21	0
"312"	"fmo-2"	2	21	0
"312"	"fmo-2"	2	21	0
"313"	"fmo-2"	2	21	0
"313"	"fmo-2"	2	21	0
"314"	"fmo-2"	2	21	0
"314"	"fmo-2"	2	21	0
"315"	"fmo-2"	2	21	0
"315"	"fmo-2"	2	21	0
"316"	"fmo-2"	2	21	0
"316"	"fmo-2"	2	21	0
"317"	"fmo-2"	2	21	0
"317"	"fmo-2"	2	21	0
"318"	"fmo-2"	2	21	0
"318"	"fmo-2"	2	21	0
"319"	"fmo-2"	2	21	0
"319"	"fmo-2"	2	21	0
"320"	"fmo-2"	2	21	0
"320"	"fmo-2"	2	21	0
"321"	"fmo-2"	2	21	0
"321"	"fmo-2"	2	21	0
"322"	"fmo-2"	2	21	0
"322"	"fmo-2"	2	21	0
"323"	"fmo-2"	2	21	0
"323"	"fmo-2"	2	21	0
"324"	"fmo-2"	2	22	0
"324"	"fmo-2"	2	22	0
"325"	"fmo-2"	2	22	0
"325"	"fmo-2"	2	22	0
"326"	"fmo-2"	2	22	0
"326"	"fmo-2"	2	22	0
"327"	"fmo-2"	2	22	0
"327"	"fmo-2"	2	22	0
"328"	"fmo-2"	2	22	0
"328"	"fmo-2"	2	22	0
"329"	"fmo-2"	2	22	0
"329"	"fmo-2"	2	22	0
"330"	"fmo-2"	2	22	0
"330"	"fmo-2"	2	22	0
"331"	"fmo-2"	2	24	0
"331"	"fmo-2"	2	24	0
"332"	"fmo-2"	2	24	0
"332"	"fmo-2"	2	24	0
"333"	"fmo-2"	2	24	0
"333"	"fmo-2"	2	24	0
"334"	"fmo-2"	2	24	0
"334"	"fmo-2"	2	24	0
"335"	"fmo-2"	2	24	0
"335"	"fmo-2"	2	24	0
"336"	"fmo-2"	2	24	0
"336"	"fmo-2"	2	24	0
"337"	"fmo-2"	2	24	0
"337"	"fmo-2"	2	24	0
"338"	"fmo-2"	2	24	0
"338"	"fmo-2"	2	24	0
"339"	"fmo-2"	2	24	0
"339"	"fmo-2"	2	24	0
"340"	"fmo-2"	2	26	0
"340"	"fmo-2"	2	26	0
"341"	"fmo-2"	2	26	0
"341"	"fmo-2"	2	26	0
"342"	"fmo-2"	2	26	0
"342"	"fmo-2"	2	26	0
"343"	"fmo-2"	2	26	0
"343"	"fmo-2"	2	26	0
"344"	"fmo-2"	2	28	0
"344"	"fmo-2"	2	28	0
"345"	"N2(25L4)"	1	15	0
"345"	"N2(25L4)"	1	15	0
"346"	"N2(25L4)"	1	15	0
"346"	"N2(25L4)"	1	15	0
"347"	"N2(25L4)"	1	15	0
"347"	"N2(25L4)"	1	15	0
"348"	"N2(25L4)"	1	17	0
"348"	"N2(25L4)"	1	17	0
"349"	"N2(25L4)"	1	17	0
"349"	"N2(25L4)"	1	17	0
"350"	"N2(25L4)"	1	17	0
"350"	"N2(25L4)"	1	17	0
"351"	"N2(25L4)"	1	17	0
"351"	"N2(25L4)"	1	17	0
"352"	"N2(25L4)"	1	17	0
"352"	"N2(25L4)"	1	17	0
"353"	"N2(25L4)"	1	17	0
"353"	"N2(25L4)"	1	17	0
"354"	"N2(25L4)"	1	17	0
"354"	"N2(25L4)"	1	17	0
"355"	"N2(25L4)"	1	19	0
"355"	"N2(25L4)"	1	19	0
"356"	"N2(25L4)"	1	19	0
"356"	"N2(25L4)"	1	19	0
"357"	"N2(25L4)"	1	19	0
"357"	"N2(25L4)"	1	19	0
"358"	"N2(25L4)"	1	19	0
"358"	"N2(25L4)"	1	19	0
"359"	"N2(25L4)"	1	19	0
"359"	"N2(25L4)"	1	19	0
"360"	"N2(25L4)"	1	19	0
"360"	"N2(25L4)"	1	19	0
"361"	"N2(25L4)"	1	19	0
"361"	"N2(25L4)"	1	19	0
"362"	"N2(25L4)"	1	19	0
"362"	"N2(25L4)"	1	19	0
"363"	"N2(25L4)"	1	19	0
"363"	"N2(25L4)"	1	19	0
"364"	"N2(25L4)"	1	19	0
"364"	"N2(25L4)"	1	19	0
"365"	"N2(25L4)"	1	19	0
"365"	"N2(25L4)"	1	19	0
"366"	"N2(25L4)"	1	19	0
"366"	"N2(25L4)"	1	19	0
"367"	"N2(25L4)"	1	21	0
"367"	"N2(25L4)"	1	21	0
"368"	"N2(25L4)"	1	21	0
"368"	"N2(25L4)"	1	21	0
"369"	"N2(25L4)"	1	21	0
"369"	"N2(25L4)"	1	21	0
"370"	"N2(25L4)"	1	21	0
"370"	"N2(25L4)"	1	21	0
"371"	"N2(25L4)"	1	21	0
"371"	"N2(25L4)"	1	21	0
"372"	"N2(25L4)"	1	21	0
"372"	"N2(25L4)"	1	21	0
"373"	"N2(25L4)"	1	21	0
"373"	"N2(25L4)"	1	21	0
"374"	"N2(25L4)"	1	21	0
"374"	"N2(25L4)"	1	21	0
"375"	"N2(25L4)"	1	21	0
"375"	"N2(25L4)"	1	21	0
"376"	"N2(25L4)"	1	21	0
"376"	"N2(25L4)"	1	21	0
"377"	"N2(25L4)"	1	21	0
"377"	"N2(25L4)"	1	21	0
"378"	"N2(25L4)"	1	21	0
"378"	"N2(25L4)"	1	21	0
"379"	"N2(25L4)"	1	21	0
"379"	"N2(25L4)"	1	21	0
"380"	"N2(25L4)"	1	22	0
"380"	"N2(25L4)"	1	22	0
"381"	"N2(25L4)"	1	22	0
"381"	"N2(25L4)"	1	22	0
"382"	"N2(25L4)"	1	22	0
"382"	"N2(25L4)"	1	22	0
"383"	"N2(25L4)"	1	22	0
"383"	"N2(25L4)"	1	22	0
"384"	"N2(25L4)"	1	22	0
"384"	"N2(25L4)"	1	22	0
"385"	"N2(25L4)"	1	22	0
"385"	"N2(25L4)"	1	22	0
"386"	"N2(25L4)"	1	22	0
"386"	"N2(25L4)"	1	22	0
"387"	"N2(25L4)"	1	22	0
"387"	"N2(25L4)"	1	22	0
"388"	"N2(25L4)"	1	22	0
"388"	"N2(25L4)"	1	22	0
"389"	"N2(25L4)"	1	22	0
"389"	"N2(25L4)"	1	22	0
"390"	"N2(25L4)"	1	22	0
"390"	"N2(25L4)"	1	22	0
"391"	"N2(25L4)"	1	22	0
"391"	"N2(25L4)"	1	22	0
"392"	"N2(25L4)"	1	24	0
"392"	"N2(25L4)"	1	24	0
"393"	"N2(25L4)"	1	24	0
"393"	"N2(25L4)"	1	24	0
"394"	"N2(25L4)"	1	24	0
"394"	"N2(25L4)"	1	24	0
"395"	"N2(25L4)"	1	24	0
"395"	"N2(25L4)"	1	24	0
"396"	"N2(25L4)"	1	24	0
"396"	"N2(25L4)"	1	24	0
"397"	"N2(25L4)"	1	24	0
"397"	"N2(25L4)"	1	24	0
"398"	"N2(25L4)"	1	24	0
"398"	"N2(25L4)"	1	24	0
"399"	"N2(25L4)"	1	24	0
"399"	"N2(25L4)"	1	24	0
"400"	"N2(25L4)"	1	26	0
"400"	"N2(25L4)"	1	26	0
"401"	"N2(25L4)"	1	26	0
"401"	"N2(25L4)"	1	26	0
"402"	"N2(25L4)"	1	28	0
"402"	"N2(25L4)"	1	28	0
"403"	"N2(25L4)"	1	28	0
"403"	"N2(25L4)"	1	28	0
"404"	"N2(25L4)"	1	31	0
"404"	"N2(25L4)"	1	31	0
"405"	"N2(25L4)"	1	15	2
"405"	"N2(25L4)"	1	15	2
"406"	"N2(25L4)"	2	14	0
"406"	"N2(25L4)"	2	14	0
"407"	"N2(25L4)"	2	14	0
