"strain"	"replicate"	"age.at.death"	"rupture"
"strain"	"replicate"	"age.at.death"	"rupture"
"112"	"N2"	2	21	0
"113"	"N2"	2	21	0
"113"	"N2"	2	21	0
"114"	"N2"	2	21	0
"114"	"N2"	2	21	0
"115"	"N2"	2	21	0
"115"	"N2"	2	21	0
"116"	"N2"	2	21	0
"116"	"N2"	2	21	0
"117"	"N2"	2	21	0
"117"	"N2"	2	21	0
"118"	"N2"	2	21	0
"118"	"N2"	2	21	0
"119"	"N2"	2	21	0
"119"	"N2"	2	21	0
"120"	"N2"	2	21	0
"120"	"N2"	2	21	0
"121"	"N2"	2	23	0
"121"	"N2"	2	23	0
"122"	"N2"	2	23	0
"122"	"N2"	2	23	0
"123"	"N2"	2	23	0
"123"	"N2"	2	23	0
"124"	"N2"	2	23	0
"124"	"N2"	2	23	0
"125"	"N2"	2	23	0
"125"	"N2"	2	23	0
"126"	"N2"	2	23	0
"126"	"N2"	2	23	0
"127"	"N2"	2	23	0
"127"	"N2"	2	23	0
"128"	"N2"	2	23	0
"128"	"N2"	2	23	0
"129"	"N2"	2	23	0
"129"	"N2"	2	23	0
"130"	"N2"	2	23	0
"130"	"N2"	2	23	0
"131"	"N2"	2	23	0
"131"	"N2"	2	23	0
"132"	"N2"	2	23	0
"132"	"N2"	2	23	0
"133"	"N2"	2	23	0
"133"	"N2"	2	23	0
"134"	"N2"	2	23	0
"134"	"N2"	2	23	0
"135"	"N2"	2	25	0
"135"	"N2"	2	25	0
"136"	"N2"	2	25	0
"136"	"N2"	2	25	0
"137"	"N2"	2	25	0
"137"	"N2"	2	25	0
"138"	"N2"	2	25	0
"138"	"N2"	2	25	0
"139"	"N2"	2	25	0
"139"	"N2"	2	25	0
"140"	"N2"	2	25	0
"140"	"N2"	2	25	0
"141"	"N2"	2	25	0
"141"	"N2"	2	25	0
"142"	"N2"	2	25	0
"142"	"N2"	2	25	0
"143"	"N2"	2	25	0
"143"	"N2"	2	25	0
"144"	"N2"	2	25	0
"144"	"N2"	2	25	0
"145"	"N2"	2	26	0
"145"	"N2"	2	26	0
"146"	"N2"	2	26	0
"146"	"N2"	2	26	0
"147"	"N2"	2	12	2
"147"	"N2"	2	12	2
"148"	"inx-2"	1	16	0
"148"	"inx-2"	1	16	0
"149"	"inx-2"	1	16	0
"149"	"inx-2"	1	16	0
"150"	"inx-2"	1	16	0
"150"	"inx-2"	1	16	0
"151"	"inx-2"	1	17	0
"151"	"inx-2"	1	17	0
"152"	"inx-2"	1	17	0
"152"	"inx-2"	1	17	0
"153"	"inx-2"	1	19	0
"153"	"inx-2"	1	19	0
"154"	"inx-2"	1	21	0
"154"	"inx-2"	1	21	0
"155"	"inx-2"	1	21	0
"155"	"inx-2"	1	21	0
"156"	"inx-2"	1	21	0
"156"	"inx-2"	1	21	0
"157"	"inx-2"	1	21	0
"157"	"inx-2"	1	21	0
"158"	"inx-2"	1	21	0
"158"	"inx-2"	1	21	0
"159"	"inx-2"	1	21	0
"159"	"inx-2"	1	21	0
"160"	"inx-2"	1	21	0
"160"	"inx-2"	1	21	0
"161"	"inx-2"	1	21	0
"161"	"inx-2"	1	21	0
"162"	"inx-2"	1	23	0
"162"	"inx-2"	1	23	0
"163"	"inx-2"	1	23	0
"163"	"inx-2"	1	23	0
"164"	"inx-2"	1	23	0
"164"	"inx-2"	1	23	0
"165"	"inx-2"	1	23	0
"165"	"inx-2"	1	23	0
"166"	"inx-2"	1	23	0
"166"	"inx-2"	1	23	0
"167"	"inx-2"	1	23	0
"167"	"inx-2"	1	23	0
"168"	"inx-2"	1	23	0
"168"	"inx-2"	1	23	0
"169"	"inx-2"	1	23	0
"169"	"inx-2"	1	23	0
"170"	"inx-2"	1	23	0
"170"	"inx-2"	1	23	0
"171"	"inx-2"	1	23	0
"171"	"inx-2"	1	23	0
"172"	"inx-2"	1	23	0
"172"	"inx-2"	1	23	0
"173"	"inx-2"	1	23	0
"173"	"inx-2"	1	23	0
"174"	"inx-2"	1	23	0
"174"	"inx-2"	1	23	0
"175"	"inx-2"	1	25	0
"175"	"inx-2"	1	25	0
"176"	"inx-2"	1	25	0
"176"	"inx-2"	1	25	0
"177"	"inx-2"	1	25	0
"177"	"inx-2"	1	25	0
"178"	"inx-2"	1	25	0
"178"	"inx-2"	1	25	0
"179"	"inx-2"	2	10	0
"179"	"inx-2"	2	10	0
"180"	"inx-2"	2	14	0
"180"	"inx-2"	2	14	0
"181"	"inx-2"	2	16	0
"181"	"inx-2"	2	16	0
"182"	"inx-2"	2	16	0
"182"	"inx-2"	2	16	0
"183"	"inx-2"	2	16	0
"183"	"inx-2"	2	16	0
"184"	"inx-2"	2	17	0
"184"	"inx-2"	2	17	0
"185"	"inx-2"	2	17	0
"185"	"inx-2"	2	17	0
"186"	"inx-2"	2	17	0
"186"	"inx-2"	2	17	0
"187"	"inx-2"	2	17	0
"187"	"inx-2"	2	17	0
"188"	"inx-2"	2	19	0
"188"	"inx-2"	2	19	0
"189"	"inx-2"	2	19	0
"189"	"inx-2"	2	19	0
"190"	"inx-2"	2	19	0
"190"	"inx-2"	2	19	0
"191"	"inx-2"	2	21	0
"191"	"inx-2"	2	21	0
"192"	"inx-2"	2	21	0
"192"	"inx-2"	2	21	0
"193"	"inx-2"	2	21	0
"193"	"inx-2"	2	21	0
"194"	"inx-2"	2	21	0
"194"	"inx-2"	2	21	0
"195"	"inx-2"	2	21	0
"195"	"inx-2"	2	21	0
"196"	"inx-2"	2	21	0
"196"	"inx-2"	2	21	0
"197"	"inx-2"	2	21	0
"197"	"inx-2"	2	21	0
"198"	"inx-2"	2	21	0
"198"	"inx-2"	2	21	0
"199"	"inx-2"	2	21	0
"199"	"inx-2"	2	21	0
"200"	"inx-2"	2	21	0
"200"	"inx-2"	2	21	0
"201"	"inx-2"	2	21	0
"201"	"inx-2"	2	21	0
"202"	"inx-2"	2	23	0
"202"	"inx-2"	2	23	0
"203"	"inx-2"	2	23	0
"203"	"inx-2"	2	23	0
"204"	"inx-2"	2	23	0
"204"	"inx-2"	2	23	0
"205"	"inx-2"	2	23	0
"205"	"inx-2"	2	23	0
"206"	"inx-2"	2	23	0
"206"	"inx-2"	2	23	0
"207"	"inx-2"	2	23	0
"207"	"inx-2"	2	23	0
"208"	"inx-2"	2	23	0
"208"	"inx-2"	2	23	0
"209"	"inx-2"	2	23	0
"209"	"inx-2"	2	23	0
"210"	"inx-2"	2	23	0
"210"	"inx-2"	2	23	0
"211"	"inx-2"	2	23	0
"211"	"inx-2"	2	23	0
"212"	"inx-2"	2	23	0
"212"	"inx-2"	2	23	0
"213"	"inx-2"	2	23	0
"213"	"inx-2"	2	23	0
"214"	"inx-2"	2	23	0
"214"	"inx-2"	2	23	0
"215"	"inx-2"	2	23	0
"215"	"inx-2"	2	23	0
"216"	"inx-2"	2	23	0
"216"	"inx-2"	2	23	0
"217"	"inx-2"	2	23	0
"217"	"inx-2"	2	23	0
"218"	"inx-2"	2	23	0
"218"	"inx-2"	2	23	0
"219"	"inx-2"	2	23	0
"219"	"inx-2"	2	23	0
"220"	"inx-2"	2	25	0
"220"	"inx-2"	2	25	0
"221"	"inx-2"	2	25	0
"221"	"inx-2"	2	25	0
"222"	"inx-2"	2	25	0
"222"	"inx-2"	2	25	0
"223"	"inx-2"	2	25	0
"223"	"inx-2"	2	25	0
"224"	"inx-2"	2	25	0
"224"	"inx-2"	2	25	0
"225"	"inx-2"	2	25	0
"225"	"inx-2"	2	25	0
"226"	"inx-2"	2	25	0
"226"	"inx-2"	2	25	0
"227"	"inx-2"	2	25	0
"227"	"inx-2"	2	25	0
"228"	"inx-2"	2	25	0
"228"	"inx-2"	2	25	0
"229"	"inx-2"	2	25	0
"229"	"inx-2"	2	25	0
"230"	"inx-2"	2	25	0
"230"	"inx-2"	2	25	0
"231"	"inx-2"	2	25	0
"231"	"inx-2"	2	25	0
"232"	"inx-2"	2	26	0
"232"	"inx-2"	2	26	0
"233"	"inx-2"	2	26	0
"233"	"inx-2"	2	26	0
"234"	"inx-2"	2	26	0
"234"	"inx-2"	2	26	0
"235"	"inx-2"	2	26	0
"235"	"inx-2"	2	26	0
"236"	"inx-2"	2	26	0
"236"	"inx-2"	2	26	0
"237"	"inx-2"	2	26	0
"237"	"inx-2"	2	26	0
"238"	"inx-2"	2	26	0
"238"	"inx-2"	2	26	0
"239"	"inx-2"	2	26	0
"239"	"inx-2"	2	26	0
"240"	"inx-2"	2	28	0
"240"	"inx-2"	2	28	0
"241"	"fmo-2"	1	16	0
"241"	"fmo-2"	1	16	0
"242"	"fmo-2"	1	17	0
"242"	"fmo-2"	1	17	0
"243"	"fmo-2"	1	17	0
"243"	"fmo-2"	1	17	0
"244"	"fmo-2"	1	17	0
"244"	"fmo-2"	1	17	0
"245"	"fmo-2"	1	19	0
"245"	"fmo-2"	1	19	0
"246"	"fmo-2"	1	19	0
"246"	"fmo-2"	1	19	0
"247"	"fmo-2"	1	19	0
"247"	"fmo-2"	1	19	0
"248"	"fmo-2"	1	19	0
"248"	"fmo-2"	1	19	0
"249"	"fmo-2"	1	19	0
"249"	"fmo-2"	1	19	0
"250"	"fmo-2"	1	19	0
"250"	"fmo-2"	1	19	0
"251"	"fmo-2"	1	19	0
"251"	"fmo-2"	1	19	0
"252"	"fmo-2"	1	19	0
"252"	"fmo-2"	1	19	0
"253"	"fmo-2"	1	19	0
"253"	"fmo-2"	1	19	0
"254"	"fmo-2"	1	21	0
"254"	"fmo-2"	1	21	0
"255"	"fmo-2"	1	21	0
"255"	"fmo-2"	1	21	0
"256"	"fmo-2"	1	21	0
"256"	"fmo-2"	1	21	0
"257"	"fmo-2"	1	21	0
"257"	"fmo-2"	1	21	0
"258"	"fmo-2"	1	21	0
"258"	"fmo-2"	1	21	0
"259"	"fmo-2"	1	21	0
"259"	"fmo-2"	1	21	0
"260"	"fmo-2"	1	21	0
"260"	"fmo-2"	1	21	0
"261"	"fmo-2"	1	21	0
"261"	"fmo-2"	1	21	0
"262"	"fmo-2"	1	21	0
"262"	"fmo-2"	1	21	0
"263"	"fmo-2"	1	21	0
"263"	"fmo-2"	1	21	0
"264"	"fmo-2"	1	23	0
"264"	"fmo-2"	1	23	0
"265"	"fmo-2"	1	23	0
"265"	"fmo-2"	1	23	0
"266"	"fmo-2"	1	23	0
"266"	"fmo-2"	1	23	0
"267"	"fmo-2"	1	23	0
"267"	"fmo-2"	1	23	0
"268"	"fmo-2"	1	23	0
"268"	"fmo-2"	1	23	0
"269"	"fmo-2"	1	23	0
"269"	"fmo-2"	1	23	0
"270"	"fmo-2"	1	23	0
"270"	"fmo-2"	1	23	0
"271"	"fmo-2"	1	25	0
"271"	"fmo-2"	1	25	0
"272"	"fmo-2"	1	25	0
"272"	"fmo-2"	1	25	0
"273"	"fmo-2"	1	25	0
"273"	"fmo-2"	1	25	0
"274"	"fmo-2"	1	25	0
"274"	"fmo-2"	1	25	0
"275"	"fmo-2"	1	25	0
"275"	"fmo-2"	1	25	0
"276"	"fmo-2"	1	28	0
"276"	"fmo-2"	1	28	0
"277"	"fmo-2"	1	31	0
"277"	"fmo-2"	1	31	0
"278"	"N2(25L4)"	1	16	0
"278"	"N2(25L4)"	1	16	0
"279"	"N2(25L4)"	1	16	0
"279"	"N2(25L4)"	1	16	0
"280"	"N2(25L4)"	1	16	0
"280"	"N2(25L4)"	1	16	0
"281"	"N2(25L4)"	1	19	0
"281"	"N2(25L4)"	1	19	0
"282"	"N2(25L4)"	1	19	0
"282"	"N2(25L4)"	1	19	0
"283"	"N2(25L4)"	1	19	0
"283"	"N2(25L4)"	1	19	0
"284"	"N2(25L4)"	1	19	0
"284"	"N2(25L4)"	1	19	0
"285"	"N2(25L4)"	1	19	0
"285"	"N2(25L4)"	1	19	0
"286"	"N2(25L4)"	1	19	0
"286"	"N2(25L4)"	1	19	0
"287"	"N2(25L4)"	1	19	0
"287"	"N2(25L4)"	1	19	0
"288"	"N2(25L4)"	1	19	0
"288"	"N2(25L4)"	1	19	0
"289"	"N2(25L4)"	1	19	0
"289"	"N2(25L4)"	1	19	0
"290"	"N2(25L4)"	1	19	0
"290"	"N2(25L4)"	1	19	0
"291"	"N2(25L4)"	1	19	0
"291"	"N2(25L4)"	1	19	0
"292"	"N2(25L4)"	1	21	0
"292"	"N2(25L4)"	1	21	0
"293"	"N2(25L4)"	1	21	0
"293"	"N2(25L4)"	1	21	0
"294"	"N2(25L4)"	1	21	0
"294"	"N2(25L4)"	1	21	0
"295"	"N2(25L4)"	1	21	0
"295"	"N2(25L4)"	1	21	0
"296"	"N2(25L4)"	1	21	0
"296"	"N2(25L4)"	1	21	0
"297"	"N2(25L4)"	1	21	0
"297"	"N2(25L4)"	1	21	0
"298"	"N2(25L4)"	1	21	0
"298"	"N2(25L4)"	1	21	0
"299"	"N2(25L4)"	1	21	0
"299"	"N2(25L4)"	1	21	0
"300"	"N2(25L4)"	1	21	0
"300"	"N2(25L4)"	1	21	0
"301"	"N2(25L4)"	1	21	0
"301"	"N2(25L4)"	1	21	0
"302"	"N2(25L4)"	1	21	0
"302"	"N2(25L4)"	1	21	0
"303"	"N2(25L4)"	1	21	0
"303"	"N2(25L4)"	1	21	0
"304"	"N2(25L4)"	1	21	0
"304"	"N2(25L4)"	1	21	0
"305"	"N2(25L4)"	1	21	0
"305"	"N2(25L4)"	1	21	0
"306"	"N2(25L4)"	1	21	0
"306"	"N2(25L4)"	1	21	0
"307"	"N2(25L4)"	1	21	0
"307"	"N2(25L4)"	1	21	0
"308"	"N2(25L4)"	1	21	0
"308"	"N2(25L4)"	1	21	0
"309"	"N2(25L4)"	1	23	0
"309"	"N2(25L4)"	1	23	0
"310"	"N2(25L4)"	1	23	0
"310"	"N2(25L4)"	1	23	0
"311"	"N2(25L4)"	1	23	0
"311"	"N2(25L4)"	1	23	0
"312"	"N2(25L4)"	1	23	0
"312"	"N2(25L4)"	1	23	0
"313"	"N2(25L4)"	1	23	0
"313"	"N2(25L4)"	1	23	0
"314"	"N2(25L4)"	1	23	0
"314"	"N2(25L4)"	1	23	0
"315"	"N2(25L4)"	1	23	0
"315"	"N2(25L4)"	1	23	0
"316"	"N2(25L4)"	1	23	0
"316"	"N2(25L4)"	1	23	0
"317"	"N2(25L4)"	1	23	0
"317"	"N2(25L4)"	1	23	0
"318"	"N2(25L4)"	1	23	0
"318"	"N2(25L4)"	1	23	0
"319"	"N2(25L4)"	1	23	0
"319"	"N2(25L4)"	1	23	0
"320"	"N2(25L4)"	1	23	0
"320"	"N2(25L4)"	1	23	0
"321"	"N2(25L4)"	1	23	0
"321"	"N2(25L4)"	1	23	0
"322"	"N2(25L4)"	1	23	0
"322"	"N2(25L4)"	1	23	0
"323"	"N2(25L4)"	1	23	0
"323"	"N2(25L4)"	1	23	0
"324"	"N2(25L4)"	1	23	0
"324"	"N2(25L4)"	1	23	0
"325"	"N2(25L4)"	1	23	0
"325"	"N2(25L4)"	1	23	0
"326"	"N2(25L4)"	1	23	0
"326"	"N2(25L4)"	1	23	0
"327"	"N2(25L4)"	1	23	0
"327"	"N2(25L4)"	1	23	0
"328"	"N2(25L4)"	1	23	0
"328"	"N2(25L4)"	1	23	0
"329"	"N2(25L4)"	1	25	0
"329"	"N2(25L4)"	1	25	0
"330"	"N2(25L4)"	1	25	0
"330"	"N2(25L4)"	1	25	0
"331"	"N2(25L4)"	1	25	0
"331"	"N2(25L4)"	1	25	0
"332"	"N2(25L4)"	1	25	0
"332"	"N2(25L4)"	1	25	0
"333"	"N2(25L4)"	1	25	0
"333"	"N2(25L4)"	1	25	0
"334"	"N2(25L4)"	1	25	0
"334"	"N2(25L4)"	1	25	0
"335"	"N2(25L4)"	1	25	0
"335"	"N2(25L4)"	1	25	0
"336"	"N2(25L4)"	1	25	0
"336"	"N2(25L4)"	1	25	0
"337"	"N2(25L4)"	1	25	0
"337"	"N2(25L4)"	1	25	0
"338"	"N2(25L4)"	1	25	0
"338"	"N2(25L4)"	1	25	0
"339"	"N2(25L4)"	1	25	0
"339"	"N2(25L4)"	1	25	0
"340"	"N2(25L4)"	1	25	0
"340"	"N2(25L4)"	1	25	0
"341"	"N2(25L4)"	1	25	0
"341"	"N2(25L4)"	1	25	0
"342"	"N2(25L4)"	1	26	0
"342"	"N2(25L4)"	1	26	0
"343"	"N2(25L4)"	1	26	0
"343"	"N2(25L4)"	1	26	0
"344"	"N2(25L4)"	1	26	0
"344"	"N2(25L4)"	1	26	0
"345"	"N2(25L4)"	1	26	0
"345"	"N2(25L4)"	1	26	0
"346"	"N2(25L4)"	1	26	0
"346"	"N2(25L4)"	1	26	0
"347"	"N2(25L4)"	1	26	0
"347"	"N2(25L4)"	1	26	0
"348"	"N2(25L4)"	1	26	0
"348"	"N2(25L4)"	1	26	0
"349"	"N2(25L4)"	1	28	0
"349"	"N2(25L4)"	1	28	0
"350"	"N2(25L4)"	1	28	0
"350"	"N2(25L4)"	1	28	0
"351"	"N2(25L4)"	1	28	0
"351"	"N2(25L4)"	1	28	0
"352"	"N2(25L4)"	1	28	0
"352"	"N2(25L4)"	1	28	0
"353"	"N2(25L4)"	1	28	0
"353"	"N2(25L4)"	1	28	0
"354"	"N2(25L4)"	1	28	0
"354"	"N2(25L4)"	1	28	0
"355"	"N2(25L4)"	1	28	0
"355"	"N2(25L4)"	1	28	0
"356"	"N2(25L4)"	1	28	0
"356"	"N2(25L4)"	1	28	0
"357"	"N2(25L4)"	2	16	0
"357"	"N2(25L4)"	2	16	0
"358"	"N2(25L4)"	2	16	0
"358"	"N2(25L4)"	2	16	0
"359"	"N2(25L4)"	2	17	0
"359"	"N2(25L4)"	2	17	0
"360"	"N2(25L4)"	2	17	0
"360"	"N2(25L4)"	2	17	0
"361"	"N2(25L4)"	2	17	0
"361"	"N2(25L4)"	2	17	0
"362"	"N2(25L4)"	2	19	0
"362"	"N2(25L4)"	2	19	0
"363"	"N2(25L4)"	2	19	0
"363"	"N2(25L4)"	2	19	0
"364"	"N2(25L4)"	2	19	0
"364"	"N2(25L4)"	2	19	0
"365"	"N2(25L4)"	2	19	0
"365"	"N2(25L4)"	2	19	0
"366"	"N2(25L4)"	2	19	0
"366"	"N2(25L4)"	2	19	0
"367"	"N2(25L4)"	2	19	0
"367"	"N2(25L4)"	2	19	0
"368"	"N2(25L4)"	2	19	0
"368"	"N2(25L4)"	2	19	0
"369"	"N2(25L4)"	2	21	0
"369"	"N2(25L4)"	2	21	0
"370"	"N2(25L4)"	2	21	0
"370"	"N2(25L4)"	2	21	0
"371"	"N2(25L4)"	2	21	0
"371"	"N2(25L4)"	2	21	0
"372"	"N2(25L4)"	2	21	0
"372"	"N2(25L4)"	2	21	0
"373"	"N2(25L4)"	2	21	0
"373"	"N2(25L4)"	2	21	0
"374"	"N2(25L4)"	2	21	0
"374"	"N2(25L4)"	2	21	0
"375"	"N2(25L4)"	2	21	0
"375"	"N2(25L4)"	2	21	0
"376"	"N2(25L4)"	2	21	0
"376"	"N2(25L4)"	2	21	0
"377"	"N2(25L4)"	2	21	0
"377"	"N2(25L4)"	2	21	0
"378"	"N2(25L4)"	2	21	0
"378"	"N2(25L4)"	2	21	0
"379"	"N2(25L4)"	2	21	0
"379"	"N2(25L4)"	2	21	0
"380"	"N2(25L4)"	2	21	0
"380"	"N2(25L4)"	2	21	0
"381"	"N2(25L4)"	2	21	0
"381"	"N2(25L4)"	2	21	0
"382"	"N2(25L4)"	2	21	0
"382"	"N2(25L4)"	2	21	0
"383"	"N2(25L4)"	2	21	0
"383"	"N2(25L4)"	2	21	0
"384"	"N2(25L4)"	2	21	0
"384"	"N2(25L4)"	2	21	0
"385"	"N2(25L4)"	2	23	0
"385"	"N2(25L4)"	2	23	0
"386"	"N2(25L4)"	2	23	0
"386"	"N2(25L4)"	2	23	0
"387"	"N2(25L4)"	2	23	0
"387"	"N2(25L4)"	2	23	0
"388"	"N2(25L4)"	2	23	0
"388"	"N2(25L4)"	2	23	0
"389"	"N2(25L4)"	2	23	0
"389"	"N2(25L4)"	2	23	0
"390"	"N2(25L4)"	2	23	0
"390"	"N2(25L4)"	2	23	0
"391"	"N2(25L4)"	2	23	0
"391"	"N2(25L4)"	2	23	0
"392"	"N2(25L4)"	2	23	0
"392"	"N2(25L4)"	2	23	0
"393"	"N2(25L4)"	2	23	0
"393"	"N2(25L4)"	2	23	0
"394"	"N2(25L4)"	2	23	0
"394"	"N2(25L4)"	2	23	0
"395"	"N2(25L4)"	2	23	0
"395"	"N2(25L4)"	2	23	0
"396"	"N2(25L4)"	2	23	0
"396"	"N2(25L4)"	2	23	0
"397"	"N2(25L4)"	2	23	0
"397"	"N2(25L4)"	2	23	0
"398"	"N2(25L4)"	2	23	0
"398"	"N2(25L4)"	2	23	0
"399"	"N2(25L4)"	2	23	0
"399"	"N2(25L4)"	2	23	0
"400"	"N2(25L4)"	2	23	0
"400"	"N2(25L4)"	2	23	0
"401"	"N2(25L4)"	2	23	0
"401"	"N2(25L4)"	2	23	0
"402"	"N2(25L4)"	2	23	0
