strain	replicate	age.at.death	rupture	
strain	replicate	age.at.death	rupture	
1	N2.EV(RNAi)	1	11	0
1	N2.EV(RNAi)	1	11	0
2	N2.EV(RNAi)	1	14	0
2	N2.EV(RNAi)	1	14	0
3	N2.EV(RNAi)	1	14	0
3	N2.EV(RNAi)	1	14	0
4	N2.EV(RNAi)	1	17	0
4	N2.EV(RNAi)	1	17	0
5	N2.EV(RNAi)	1	17	0
5	N2.EV(RNAi)	1	17	0
6	N2.EV(RNAi)	1	22	0
6	N2.EV(RNAi)	1	22	0
7	N2.EV(RNAi)	1	22	0
7	N2.EV(RNAi)	1	22	0
8	N2.EV(RNAi)	1	22	0
8	N2.EV(RNAi)	1	22	0
9	N2.EV(RNAi)	1	22	0
9	N2.EV(RNAi)	1	22	0
10	N2.EV(RNAi)	1	22	0
10	N2.EV(RNAi)	1	22	0
11	N2.EV(RNAi)	1	24	0
11	N2.EV(RNAi)	1	24	0
12	N2.EV(RNAi)	1	24	0
12	N2.EV(RNAi)	1	24	0
13	N2.EV(RNAi)	1	24	0
13	N2.EV(RNAi)	1	24	0
14	N2.EV(RNAi)	1	27	0
14	N2.EV(RNAi)	1	27	0
15	N2.EV(RNAi)	1	29	0
15	N2.EV(RNAi)	1	29	0
16	N2.EV(RNAi)	1	14	2
16	N2.EV(RNAi)	1	14	2
17	N2.EV(RNAi)	2	11	0
17	N2.EV(RNAi)	2	11	0
18	N2.EV(RNAi)	2	11	0
18	N2.EV(RNAi)	2	11	0
19	N2.EV(RNAi)	2	11	0
19	N2.EV(RNAi)	2	11	0
20	N2.EV(RNAi)	2	14	0
20	N2.EV(RNAi)	2	14	0
21	N2.EV(RNAi)	2	14	0
21	N2.EV(RNAi)	2	14	0
22	N2.EV(RNAi)	2	14	0
22	N2.EV(RNAi)	2	14	0
23	N2.EV(RNAi)	2	14	0
23	N2.EV(RNAi)	2	14	0
24	N2.EV(RNAi)	2	14	0
24	N2.EV(RNAi)	2	14	0
25	N2.EV(RNAi)	2	14	0
25	N2.EV(RNAi)	2	14	0
26	N2.EV(RNAi)	2	17	0
26	N2.EV(RNAi)	2	17	0
27	N2.EV(RNAi)	2	17	0
27	N2.EV(RNAi)	2	17	0
28	N2.EV(RNAi)	2	17	0
28	N2.EV(RNAi)	2	17	0
29	N2.EV(RNAi)	2	17	0
29	N2.EV(RNAi)	2	17	0
30	N2.EV(RNAi)	2	20	0
30	N2.EV(RNAi)	2	20	0
31	N2.EV(RNAi)	2	20	0
31	N2.EV(RNAi)	2	20	0
32	N2.EV(RNAi)	2	20	0
32	N2.EV(RNAi)	2	20	0
33	N2.EV(RNAi)	2	20	0
33	N2.EV(RNAi)	2	20	0
34	N2.EV(RNAi)	2	20	0
34	N2.EV(RNAi)	2	20	0
35	N2.EV(RNAi)	2	22	0
35	N2.EV(RNAi)	2	22	0
36	N2.EV(RNAi)	2	22	0
36	N2.EV(RNAi)	2	22	0
37	N2.EV(RNAi)	2	22	0
37	N2.EV(RNAi)	2	22	0
38	N2.EV(RNAi)	2	22	0
38	N2.EV(RNAi)	2	22	0
39	N2.EV(RNAi)	2	24	0
39	N2.EV(RNAi)	2	24	0
40	N2.EV(RNAi)	2	24	0
40	N2.EV(RNAi)	2	24	0
41	N2.EV(RNAi)	2	24	0
41	N2.EV(RNAi)	2	24	0
42	N2.EV(RNAi)	2	24	0
42	N2.EV(RNAi)	2	24	0
43	N2.EV(RNAi)	2	27	0
43	N2.EV(RNAi)	2	27	0
44	N2.EV(RNAi)	2	27	0
44	N2.EV(RNAi)	2	27	0
45	N2.EV(RNAi)	2	29	0
45	N2.EV(RNAi)	2	29	0
46	N2.EV(RNAi)	2	14	2
46	N2.EV(RNAi)	2	14	2
47	N2.EV(RNAi)	2	14	2
47	N2.EV(RNAi)	2	14	2
48	N2.HIF-1(RNAi)	1	20	0
48	N2.HIF-1(RNAi)	1	20	0
49	N2.HIF-1(RNAi)	1	20	0
49	N2.HIF-1(RNAi)	1	20	0
50	N2.HIF-1(RNAi)	1	22	0
50	N2.HIF-1(RNAi)	1	22	0
51	N2.HIF-1(RNAi)	1	22	0
51	N2.HIF-1(RNAi)	1	22	0
52	N2.HIF-1(RNAi)	1	22	0
52	N2.HIF-1(RNAi)	1	22	0
53	N2.HIF-1(RNAi)	1	24	0
53	N2.HIF-1(RNAi)	1	24	0
54	N2.HIF-1(RNAi)	1	24	0
54	N2.HIF-1(RNAi)	1	24	0
55	N2.HIF-1(RNAi)	1	24	0
55	N2.HIF-1(RNAi)	1	24	0
56	N2.HIF-1(RNAi)	1	24	0
56	N2.HIF-1(RNAi)	1	24	0
57	N2.HIF-1(RNAi)	1	24	0
57	N2.HIF-1(RNAi)	1	24	0
58	N2.HIF-1(RNAi)	1	24	0
58	N2.HIF-1(RNAi)	1	24	0
59	N2.HIF-1(RNAi)	1	24	0
59	N2.HIF-1(RNAi)	1	24	0
60	N2.HIF-1(RNAi)	1	27	0
60	N2.HIF-1(RNAi)	1	27	0
61	N2.HIF-1(RNAi)	1	27	0
61	N2.HIF-1(RNAi)	1	27	0
62	N2.HIF-1(RNAi)	1	11	2
62	N2.HIF-1(RNAi)	1	11	2
63	N2.HIF-1(RNAi)	1	11	2
63	N2.HIF-1(RNAi)	1	11	2
64	N2.HIF-1(RNAi)	1	11	2
64	N2.HIF-1(RNAi)	1	11	2
65	N2.HIF-1(RNAi)	1	11	2
65	N2.HIF-1(RNAi)	1	11	2
66	N2.HIF-1(RNAi)	1	11	2
66	N2.HIF-1(RNAi)	1	11	2
67	N2.HIF-1(RNAi)	1	11	2
67	N2.HIF-1(RNAi)	1	11	2
68	N2.HIF-1(RNAi)	1	14	2
68	N2.HIF-1(RNAi)	1	14	2
69	N2.HIF-1(RNAi)	1	14	2
69	N2.HIF-1(RNAi)	1	14	2
70	N2.HIF-1(RNAi)	1	14	2
70	N2.HIF-1(RNAi)	1	14	2
71	N2.HIF-1(RNAi)	1	14	2
71	N2.HIF-1(RNAi)	1	14	2
72	N2.HIF-1(RNAi)	1	14	2
72	N2.HIF-1(RNAi)	1	14	2
73	N2.HIF-1(RNAi)	1	14	2
73	N2.HIF-1(RNAi)	1	14	2
74	N2.HIF-1(RNAi)	1	14	2
74	N2.HIF-1(RNAi)	1	14	2
75	N2.HIF-1(RNAi)	1	14	2
75	N2.HIF-1(RNAi)	1	14	2
76	N2.HIF-1(RNAi)	1	14	2
76	N2.HIF-1(RNAi)	1	14	2
77	N2.HIF-1(RNAi)	1	14	2
77	N2.HIF-1(RNAi)	1	14	2
78	N2.HIF-1(RNAi)	1	17	2
78	N2.HIF-1(RNAi)	1	17	2
79	N2.HIF-1(RNAi)	1	17	2
79	N2.HIF-1(RNAi)	1	17	2
80	N2.HIF-1(RNAi)	1	17	2
80	N2.HIF-1(RNAi)	1	17	2
81	N2.HIF-1(RNAi)	1	17	2
81	N2.HIF-1(RNAi)	1	17	2
82	N2.HIF-1(RNAi)	1	17	2
82	N2.HIF-1(RNAi)	1	17	2
83	N2.HIF-1(RNAi)	1	17	2
83	N2.HIF-1(RNAi)	1	17	2
84	N2.HIF-1(RNAi)	1	17	2
84	N2.HIF-1(RNAi)	1	17	2
85	N2.HIF-1(RNAi)	1	17	2
85	N2.HIF-1(RNAi)	1	17	2
86	N2.HIF-1(RNAi)	1	17	2
86	N2.HIF-1(RNAi)	1	17	2
87	N2.HIF-1(RNAi)	1	17	2
87	N2.HIF-1(RNAi)	1	17	2
88	N2.HIF-1(RNAi)	1	17	2
88	N2.HIF-1(RNAi)	1	17	2
89	N2.HIF-1(RNAi)	1	17	2
89	N2.HIF-1(RNAi)	1	17	2
90	N2.HIF-1(RNAi)	1	20	2
90	N2.HIF-1(RNAi)	1	20	2
91	N2.HIF-1(RNAi)	2	11	0
91	N2.HIF-1(RNAi)	2	11	0
92	N2.HIF-1(RNAi)	2	11	0
92	N2.HIF-1(RNAi)	2	11	0
93	N2.HIF-1(RNAi)	2	17	0
93	N2.HIF-1(RNAi)	2	17	0
94	N2.HIF-1(RNAi)	2	20	0
94	N2.HIF-1(RNAi)	2	20	0
95	N2.HIF-1(RNAi)	2	20	0
95	N2.HIF-1(RNAi)	2	20	0
96	N2.HIF-1(RNAi)	2	22	0
96	N2.HIF-1(RNAi)	2	22	0
97	N2.HIF-1(RNAi)	2	22	0
97	N2.HIF-1(RNAi)	2	22	0
98	N2.HIF-1(RNAi)	2	22	0
98	N2.HIF-1(RNAi)	2	22	0
99	N2.HIF-1(RNAi)	2	22	0
99	N2.HIF-1(RNAi)	2	22	0
100	N2.HIF-1(RNAi)	2	22	0
100	N2.HIF-1(RNAi)	2	22	0
101	N2.HIF-1(RNAi)	2	24	0
101	N2.HIF-1(RNAi)	2	24	0
102	N2.HIF-1(RNAi)	2	24	0
102	N2.HIF-1(RNAi)	2	24	0
103	N2.HIF-1(RNAi)	2	24	0
103	N2.HIF-1(RNAi)	2	24	0
104	N2.HIF-1(RNAi)	2	11	2
104	N2.HIF-1(RNAi)	2	11	2
105	N2.HIF-1(RNAi)	2	11	2
105	N2.HIF-1(RNAi)	2	11	2
106	N2.HIF-1(RNAi)	2	11	2
106	N2.HIF-1(RNAi)	2	11	2
107	N2.HIF-1(RNAi)	2	14	2
107	N2.HIF-1(RNAi)	2	14	2
108	N2.HIF-1(RNAi)	2	14	2
108	N2.HIF-1(RNAi)	2	14	2
109	N2.HIF-1(RNAi)	2	14	2
109	N2.HIF-1(RNAi)	2	14	2
110	N2.HIF-1(RNAi)	2	14	2
110	N2.HIF-1(RNAi)	2	14	2
111	N2.HIF-1(RNAi)	2	14	2
111	N2.HIF-1(RNAi)	2	14	2
112	N2.HIF-1(RNAi)	2	14	2
112	N2.HIF-1(RNAi)	2	14	2
113	N2.HIF-1(RNAi)	2	14	2
113	N2.HIF-1(RNAi)	2	14	2
114	N2.HIF-1(RNAi)	2	14	2
114	N2.HIF-1(RNAi)	2	14	2
115	N2.HIF-1(RNAi)	2	14	2
115	N2.HIF-1(RNAi)	2	14	2
116	N2.HIF-1(RNAi)	2	14	2
116	N2.HIF-1(RNAi)	2	14	2
117	N2.HIF-1(RNAi)	2	14	2
117	N2.HIF-1(RNAi)	2	14	2
118	N2.HIF-1(RNAi)	2	17	2
118	N2.HIF-1(RNAi)	2	17	2
119	N2.HIF-1(RNAi)	2	17	2
119	N2.HIF-1(RNAi)	2	17	2
120	N2.HIF-1(RNAi)	2	17	2
120	N2.HIF-1(RNAi)	2	17	2
121	N2.HIF-1(RNAi)	2	17	2
121	N2.HIF-1(RNAi)	2	17	2
122	N2.HIF-1(RNAi)	2	17	2
122	N2.HIF-1(RNAi)	2	17	2
123	N2.HIF-1(RNAi)	2	17	2
123	N2.HIF-1(RNAi)	2	17	2
124	N2.HIF-1(RNAi)	2	17	2
124	N2.HIF-1(RNAi)	2	17	2
125	N2.HIF-1(RNAi)	2	17	2
125	N2.HIF-1(RNAi)	2	17	2
126	N2.HIF-1(RNAi)	2	17	2
126	N2.HIF-1(RNAi)	2	17	2
127	N2.HIF-1(RNAi)	2	17	2
127	N2.HIF-1(RNAi)	2	17	2
128	N2.HIF-1(RNAi)	2	17	2
128	N2.HIF-1(RNAi)	2	17	2
129	N2.HIF-1(RNAi)	2	20	2
