strain	replicate	age.at.death	rupture	
1	WT.EV(RNAi)	1	11	0
2	WT.EV(RNAi)	1	11	0
3	WT.EV(RNAi)	1	11	0
4	WT.EV(RNAi)	1	11	0
5	WT.EV(RNAi)	1	14	0
6	WT.EV(RNAi)	1	14	0
7	WT.EV(RNAi)	1	14	0
8	WT.EV(RNAi)	1	14	0
9	WT.EV(RNAi)	1	16	0
10	WT.EV(RNAi)	1	16	0
11	WT.EV(RNAi)	1	16	0
12	WT.EV(RNAi)	1	16	0
13	WT.EV(RNAi)	1	18	0
14	WT.EV(RNAi)	1	18	0
15	WT.EV(RNAi)	1	18	0
16	WT.EV(RNAi)	1	18	0
17	WT.EV(RNAi)	1	18	0
18	WT.EV(RNAi)	1	21	0
19	WT.EV(RNAi)	1	21	0
20	WT.EV(RNAi)	1	21	0
21	WT.EV(RNAi)	1	21	0
22	WT.EV(RNAi)	1	21	0
23	WT.EV(RNAi)	1	21	0
24	WT.EV(RNAi)	1	21	0
25	WT.EV(RNAi)	1	21	0
26	WT.EV(RNAi)	1	21	0
27	WT.EV(RNAi)	1	21	0
28	WT.EV(RNAi)	1	21	0
29	WT.EV(RNAi)	1	21	0
30	WT.EV(RNAi)	1	21	0
31	WT.EV(RNAi)	1	21	0
32	WT.EV(RNAi)	1	21	0
33	WT.EV(RNAi)	1	21	0
34	WT.EV(RNAi)	1	21	0
35	WT.EV(RNAi)	1	24	0
36	WT.EV(RNAi)	1	24	0
37	WT.EV(RNAi)	1	24	0
38	WT.EV(RNAi)	1	24	0
39	WT.EV(RNAi)	1	24	0
40	WT.EV(RNAi)	1	24	0
41	WT.EV(RNAi)	1	24	0
42	WT.EV(RNAi)	1	24	0
43	WT.EV(RNAi)	1	24	0
44	WT.EV(RNAi)	1	24	0
45	WT.EV(RNAi)	1	24	0
46	WT.EV(RNAi)	1	28	0
47	WT.EV(RNAi)	1	28	0
48	WT.EV(RNAi)	1	28	0
49	WT.EV(RNAi)	1	28	0
50	WT.EV(RNAi)	1	32	0
51	WT.EV(RNAi)	1	32	0
52	WT.EV(RNAi)	1	18	2
53	WT.EV(RNAi)	1	18	2
54	WT.EV(RNAi)	1	21	2
55	WT.EV(RNAi)	1	21	2
56	WT.EV(RNAi)	1	21	2
57	WT.EV(RNAi)	1	21	2
58	WT.EV(RNAi)	1	24	2
59	WT.EV(RNAi)	1	18	3
60	WT.EV(RNAi)	1	21	3
61	WT.EV(RNAi)	1	21	3
62	WT.EV(RNAi)	2	15	0
63	WT.EV(RNAi)	3	15	0
64	WT.EV(RNAi)	3	15	0
65	WT.EV(RNAi)	3	15	0
66	WT.EV(RNAi)	3	15	0
67	WT.EV(RNAi)	3	15	0
68	WT.EV(RNAi)	3	15	0
69	WT.EV(RNAi)	3	15	0
70	WT.EV(RNAi)	3	18	0
71	WT.EV(RNAi)	4	18	0
72	WT.EV(RNAi)	4	18	0
73	WT.EV(RNAi)	4	18	0
74	WT.EV(RNAi)	4	18	0
75	WT.EV(RNAi)	4	18	0
76	WT.EV(RNAi)	4	21	0
77	WT.EV(RNAi)	4	21	0
78	WT.EV(RNAi)	4	21	0
79	WT.EV(RNAi)	4	21	0
80	WT.EV(RNAi)	4	21	0
81	WT.EV(RNAi)	4	21	0
82	WT.EV(RNAi)	4	21	0
83	WT.EV(RNAi)	4	21	0
84	WT.EV(RNAi)	4	21	0
85	WT.EV(RNAi)	4	21	0
86	WT.EV(RNAi)	4	21	0
87	WT.EV(RNAi)	4	21	0
88	WT.EV(RNAi)	4	21	0
89	WT.EV(RNAi)	4	21	0
