strain	replicate	age.at.death	rupture	
1	WT.EV(RNAi)	1	21	0
2	WT.EV(RNAi)	1	25	0
3	WT.EV(RNAi)	1	28	0
4	WT.EV(RNAi)	1	28	0
5	WT.EV(RNAi)	1	28	0
6	WT.EV(RNAi)	1	28	0
7	WT.EV(RNAi)	1	35	0
8	WT.EV(RNAi)	1	25	1
9	WT.EV(RNAi)	1	32	1
10	WT.EV(RNAi)	1	35	1
11	WT.EV(RNAi)	1	21	2
12	WT.EV(RNAi)	1	25	2
13	WT.EV(RNAi)	1	25	2
14	WT.EV(RNAi)	1	28	2
15	WT.EV(RNAi)	1	28	2
16	WT.EV(RNAi)	1	28	3
17	WT.EV(RNAi)	2	25	0
18	WT.EV(RNAi)	2	32	0
19	WT.EV(RNAi)	2	32	0
20	WT.EV(RNAi)	2	32	0
21	WT.EV(RNAi)	2	32	0
22	WT.EV(RNAi)	2	32	0
23	WT.EV(RNAi)	2	32	0
24	WT.EV(RNAi)	2	35	0
25	WT.EV(RNAi)	2	35	0
26	WT.EV(RNAi)	2	40	0
27	WT.EV(RNAi)	2	46	0
28	WT.EV(RNAi)	2	28	1
29	WT.EV(RNAi)	2	32	1
30	WT.EV(RNAi)	2	32	1
31	WT.EV(RNAi)	2	42	1
32	WT.EV(RNAi)	2	25	3
33	WT.EV(RNAi)	2	25	3
34	WT.EV(RNAi)	2	25	3
35	WT.EV(RNAi)	2	25	3
36	WT.EV(RNAi)	2	28	3
37	WT.EV(RNAi)	2	28	3
38	WT.EV(RNAi)	2	28	3
39	WT.EV(RNAi)	2	28	3
40	WT.EV(RNAi)	2	35	3
41	WT.EV(RNAi)	3	28	0
42	WT.EV(RNAi)	3	28	0
43	WT.EV(RNAi)	3	28	0
44	WT.EV(RNAi)	3	28	0
45	WT.EV(RNAi)	3	28	0
46	WT.EV(RNAi)	3	28	0
47	WT.EV(RNAi)	3	32	0
48	WT.EV(RNAi)	3	32	0
49	WT.EV(RNAi)	3	35	0
50	WT.EV(RNAi)	3	25	1
51	WT.EV(RNAi)	3	25	1
52	WT.EV(RNAi)	3	28	1
53	WT.EV(RNAi)	3	28	1
54	WT.EV(RNAi)	3	28	1
55	WT.EV(RNAi)	3	28	1
56	WT.EV(RNAi)	3	35	1
57	WT.EV(RNAi)	3	25	2
58	WT.EV(RNAi)	3	28	2
59	WT.EV(RNAi)	3	28	2
60	WT.EV(RNAi)	3	28	2
61	WT.EV(RNAi)	3	28	2
62	WT.hif-1(RNAi)	1	28	0
63	WT.hif-1(RNAi)	1	28	0
64	WT.hif-1(RNAi)	1	28	0
65	WT.hif-1(RNAi)	1	28	0
66	WT.hif-1(RNAi)	1	32	0
67	WT.hif-1(RNAi)	1	32	0
68	WT.hif-1(RNAi)	1	32	0
69	WT.hif-1(RNAi)	1	32	0
70	WT.hif-1(RNAi)	1	25	1
71	WT.hif-1(RNAi)	1	28	1
72	WT.hif-1(RNAi)	1	32	1
73	WT.hif-1(RNAi)	1	32	1
74	WT.hif-1(RNAi)	1	21	2
75	WT.hif-1(RNAi)	1	21	2
76	WT.hif-1(RNAi)	1	25	2
77	WT.hif-1(RNAi)	1	25	2
78	WT.hif-1(RNAi)	1	25	2
79	WT.hif-1(RNAi)	1	25	2
80	WT.hif-1(RNAi)	1	25	2
81	WT.hif-1(RNAi)	1	25	2
82	WT.hif-1(RNAi)	1	25	2
83	WT.hif-1(RNAi)	1	28	2
84	WT.hif-1(RNAi)	2	28	0
85	WT.hif-1(RNAi)	2	28	0
86	WT.hif-1(RNAi)	2	28	0
87	WT.hif-1(RNAi)	2	28	0
88	WT.hif-1(RNAi)	2	28	0
89	WT.hif-1(RNAi)	2	32	0
90	WT.hif-1(RNAi)	2	32	0
91	WT.hif-1(RNAi)	2	35	0
92	WT.hif-1(RNAi)	2	35	0
93	WT.hif-1(RNAi)	2	25	1
94	WT.hif-1(RNAi)	2	28	1
95	WT.hif-1(RNAi)	2	28	1
96	WT.hif-1(RNAi)	2	21	2
97	WT.hif-1(RNAi)	2	21	2
98	WT.hif-1(RNAi)	2	21	2
99	WT.hif-1(RNAi)	2	25	2
100	WT.hif-1(RNAi)	2	25	2
101	WT.hif-1(RNAi)	2	25	2
102	WT.hif-1(RNAi)	2	32	2
103	WT.hif-1(RNAi)	2	21	3
104	WT.hif-1(RNAi)	2	21	3
105	WT.hif-1(RNAi)	2	25	3
106	WT.hif-1(RNAi)	2	25	3
107	WT.hif-1(RNAi)	2	25	3
108	WT.hif-1(RNAi)	2	28	3
109	WT.hif-1(RNAi)	3	28	0
110	WT.hif-1(RNAi)	3	28	0
111	WT.hif-1(RNAi)	3	32	0
112	WT.hif-1(RNAi)	3	32	0
113	WT.hif-1(RNAi)	3	35	0
