strain	replicate	age.at.death	rupture	
1	WT.EV(RNAi)	1	25	0
2	WT.EV(RNAi)	1	28	0
3	WT.EV(RNAi)	1	28	0
4	WT.EV(RNAi)	1	28	0
5	WT.EV(RNAi)	1	28	0
6	WT.EV(RNAi)	1	28	0
7	WT.EV(RNAi)	1	28	0
8	WT.EV(RNAi)	1	30	0
9	WT.EV(RNAi)	1	30	0
10	WT.EV(RNAi)	1	30	0
11	WT.EV(RNAi)	1	30	0
12	WT.EV(RNAi)	1	32	0
13	WT.EV(RNAi)	1	32	0
14	WT.EV(RNAi)	1	23	1
15	WT.EV(RNAi)	1	28	1
16	WT.EV(RNAi)	1	35	1
17	WT.EV(RNAi)	1	28	2
18	WT.EV(RNAi)	1	30	2
19	WT.EV(RNAi)	1	28	3
20	WT.EV(RNAi)	1	28	3
21	WT.EV(RNAi)	2	25	0
22	WT.EV(RNAi)	2	28	0
23	WT.EV(RNAi)	2	28	0
24	WT.EV(RNAi)	2	28	0
25	WT.EV(RNAi)	2	28	0
26	WT.EV(RNAi)	2	28	0
27	WT.EV(RNAi)	2	28	0
28	WT.EV(RNAi)	2	30	0
29	WT.EV(RNAi)	2	30	0
30	WT.EV(RNAi)	2	32	0
31	WT.EV(RNAi)	2	32	0
32	WT.EV(RNAi)	2	42	0
33	WT.EV(RNAi)	2	30	1
34	WT.EV(RNAi)	2	30	1
35	WT.EV(RNAi)	2	25	2
36	WT.EV(RNAi)	2	25	2
37	WT.EV(RNAi)	2	21	3
38	WT.EV(RNAi)	2	28	3
39	WT.EV(RNAi)	2	32	3
40	WT.EV(RNAi)	3	23	0
41	WT.EV(RNAi)	3	25	0
42	WT.EV(RNAi)	3	25	0
43	WT.EV(RNAi)	3	25	0
44	WT.EV(RNAi)	3	28	0
45	WT.EV(RNAi)	3	28	0
46	WT.EV(RNAi)	3	28	0
47	WT.EV(RNAi)	3	30	0
48	WT.EV(RNAi)	3	30	0
49	WT.EV(RNAi)	3	30	0
50	WT.EV(RNAi)	3	42	0
51	WT.EV(RNAi)	3	25	1
52	WT.EV(RNAi)	3	25	1
53	WT.EV(RNAi)	3	28	1
54	WT.EV(RNAi)	3	23	2
55	WT.EV(RNAi)	3	28	2
56	WT.EV(RNAi)	3	23	3
57	WT.EV(RNAi)	3	23	3
58	WT.EV(RNAi)	3	23	3
59	WT.EV(RNAi)	3	23	3
60	WT.EV(RNAi)	3	25	3
61	WT.EV(RNAi)	3	30	3
62	WT.rpl-6(RNAi)	1	23	0
63	WT.rpl-6(RNAi)	1	23	0
64	WT.rpl-6(RNAi)	1	23	0
65	WT.rpl-6(RNAi)	1	23	1
66	WT.rpl-6(RNAi)	1	25	1
67	WT.rpl-6(RNAi)	1	25	1
68	WT.rpl-6(RNAi)	1	25	1
69	WT.rpl-6(RNAi)	1	28	1
70	WT.rpl-6(RNAi)	1	28	1
71	WT.rpl-6(RNAi)	1	23	2
72	WT.rpl-6(RNAi)	1	23	2
73	WT.rpl-6(RNAi)	1	23	2
74	WT.rpl-6(RNAi)	1	23	2
75	WT.rpl-6(RNAi)	1	25	2
76	WT.rpl-6(RNAi)	1	25	2
77	WT.rpl-6(RNAi)	1	28	2
78	WT.rpl-6(RNAi)	1	28	2
79	WT.rpl-6(RNAi)	1	21	3
80	WT.rpl-6(RNAi)	1	21	3
81	WT.rpl-6(RNAi)	1	21	3
82	WT.rpl-6(RNAi)	1	21	3
83	WT.rpl-6(RNAi)	1	21	3
84	WT.rpl-6(RNAi)	1	21	3
85	WT.rpl-6(RNAi)	1	21	3
86	WT.rpl-6(RNAi)	1	21	3
87	WT.rpl-6(RNAi)	1	25	3
88	WT.rpl-6(RNAi)	1	25	3
89	WT.rpl-6(RNAi)	1	28	3
90	WT.rpl-6(RNAi)	2	23	0
91	WT.rpl-6(RNAi)	2	23	0
92	WT.rpl-6(RNAi)	2	25	0
93	WT.rpl-6(RNAi)	2	30	0
94	WT.rpl-6(RNAi)	2	25	1
95	WT.rpl-6(RNAi)	2	28	1
96	WT.rpl-6(RNAi)	2	21	2
97	WT.rpl-6(RNAi)	2	23	2
98	WT.rpl-6(RNAi)	2	25	2
99	WT.rpl-6(RNAi)	2	25	2
100	WT.rpl-6(RNAi)	2	25	2
101	WT.rpl-6(RNAi)	2	25	2
102	WT.rpl-6(RNAi)	2	25	2
103	WT.rpl-6(RNAi)	2	25	2
104	WT.rpl-6(RNAi)	2	25	2
105	WT.rpl-6(RNAi)	2	25	2
106	WT.rpl-6(RNAi)	2	25	2
107	WT.rpl-6(RNAi)	2	25	2
108	WT.rpl-6(RNAi)	2	28	2
109	WT.rpl-6(RNAi)	2	28	2
110	WT.rpl-6(RNAi)	2	21	3
111	WT.rpl-6(RNAi)	2	21	3
112	WT.rpl-6(RNAi)	2	21	3
113	WT.rpl-6(RNAi)	2	23	3
114	WT.rpl-6(RNAi)	2	23	3
115	WT.rpl-6(RNAi)	2	25	3
116	WT.rpl-6(RNAi)	2	28	3
117	WT.rpl-6(RNAi)	2	28	3
118	WT.rpl-6(RNAi)	2	28	3
119	WT.rpl-6(RNAi)	2	28	3
120	WT.rpl-6(RNAi)	1	21	0
121	WT.rpl-6(RNAi)	1	25	0
122	WT.rpl-6(RNAi)	1	25	0
123	WT.rpl-6(RNAi)	1	25	0
124	WT.rpl-6(RNAi)	1	28	0
125	WT.rpl-6(RNAi)	1	28	0
126	WT.rpl-6(RNAi)	1	28	0
127	WT.rpl-6(RNAi)	1	28	0
128	WT.rpl-6(RNAi)	1	28	0
129	WT.rpl-6(RNAi)	1	30	0
130	WT.rpl-6(RNAi)	1	30	0
131	WT.rpl-6(RNAi)	1	23	1
132	WT.rpl-6(RNAi)	1	25	1
133	WT.rpl-6(RNAi)	1	28	1
134	WT.rpl-6(RNAi)	1	30	1
135	WT.rpl-6(RNAi)	1	30	1
136	WT.rpl-6(RNAi)	1	23	2
137	WT.rpl-6(RNAi)	1	23	2
138	WT.rpl-6(RNAi)	1	23	2
139	WT.rpl-6(RNAi)	1	25	2
140	WT.rpl-6(RNAi)	1	25	2
141	WT.rpl-6(RNAi)	1	25	2
142	WT.rpl-6(RNAi)	1	25	2
143	WT.rpl-6(RNAi)	1	28	2
144	WT.rpl-6(RNAi)	1	28	2
145	WT.rpl-6(RNAi)	1	23	3
146	WT.rpl-6(RNAi)	1	23	3
147	WT.rpl-6(RNAi)	2	10	0
148	WT.rpl-6(RNAi)	2	12	0
149	WT.rpl-6(RNAi)	2	12	0
150	WT.rpl-6(RNAi)	2	23	0
151	WT.rpl-6(RNAi)	2	25	0
152	WT.rpl-6(RNAi)	2	28	0
153	WT.rpl-6(RNAi)	2	30	0
154	WT.rpl-6(RNAi)	2	23	1
155	WT.rpl-6(RNAi)	2	23	1
156	WT.rpl-6(RNAi)	2	28	1
157	WT.rpl-6(RNAi)	2	28	1
158	WT.rpl-6(RNAi)	2	28	1
159	WT.rpl-6(RNAi)	2	23	2
160	WT.rpl-6(RNAi)	2	23	2
161	WT.rpl-6(RNAi)	2	23	2
162	WT.rpl-6(RNAi)	2	28	2
163	WT.rpl-6(RNAi)	2	23	3
164	WT.rpl-6(RNAi)	2	23	3
165	WT.rpl-6(RNAi)	2	23	3
166	WT.rpl-6(RNAi)	2	23	3
167	WT.rpl-6(RNAi)	2	23	3
168	WT.rpl-6(RNAi)	2	23	3
169	WT.rpl-6(RNAi)	3	23	0
170	WT.rpl-6(RNAi)	3	25	0
171	WT.rpl-6(RNAi)	3	23	1
172	WT.rpl-6(RNAi)	3	25	1
173	WT.rpl-6(RNAi)	3	30	1
174	WT.rpl-6(RNAi)	3	23	2
175	WT.rpl-6(RNAi)	3	23	2
176	WT.rpl-6(RNAi)	3	23	2
177	WT.rpl-6(RNAi)	3	23	2
178	WT.rpl-6(RNAi)	3	23	2
179	WT.rpl-6(RNAi)	3	23	2
180	WT.rpl-6(RNAi)	3	25	2
181	WT.rpl-6(RNAi)	3	28	2
182	WT.rpl-6(RNAi)	3	21	3
183	WT.rpl-6(RNAi)	3	21	3
184	WT.rpl-6(RNAi)	3	21	3
185	WT.rpl-6(RNAi)	3	21	3
186	WT.rpl-6(RNAi)	3	21	3
187	WT.rpl-6(RNAi)	3	21	3
188	WT.rpl-6(RNAi)	3	21	3
189	WT.rpl-6(RNAi)	3	23	3
190	WT.rpl-6(RNAi)	3	23	3
191	WT.rpl-6(RNAi)	3	23	3
192	WT.rpl-6(RNAi)	3	23	3
193	WT.rpl-6(RNAi)	3	25	3
194	WT.rpl-6(RNAi)	3	25	3
