strain	replicate	age.at.death	rupture	
1	N2	1	15	0
2	N2	1	26	0
3	N2	1	26	0
4	N2	1	26	0
5	N2	1	28	0
6	N2	1	28	0
7	N2	1	28	0
8	N2	1	28	0
9	N2	1	30	0
10	N2	1	35	0
11	N2	1	35	0
12	N2	1	37	0
13	N2	1	40	0
14	N2	1	40	0
15	N2	1	44	0
16	N2	1	44	0
17	N2	1	47	0
18	N2	1	47	0
19	N2	1	49	0
20	N2	1	21	2
21	N2	1	21	2
22	N2	1	23	2
23	N2	1	26	2
24	N2	1	26	2
25	N2	1	26	2
26	N2	1	26	2
27	N2	1	28	2
28	N2	1	28	2
29	N2	1	28	2
30	N2	1	28	2
31	N2	1	28	2
32	N2	1	28	2
33	N2	1	28	2
34	N2	1	28	2
35	N2	1	28	2
36	N2	1	30	2
37	N2	1	30	2
38	N2	1	30	2
39	N2	1	30	2
40	N2	1	30	2
41	N2	1	33	2
42	N2	1	33	2
43	N2	1	33	2
44	N2	1	33	2
45	N2	1	33	2
46	N2	1	33	2
47	N2	1	35	2
48	N2	1	35	2
49	N2	1	37	2
50	N2	2	26	0
51	N2	2	26	0
52	N2	2	26	0
53	N2	2	28	0
54	N2	2	33	0
55	N2	2	33	0
56	N2	2	33	0
57	N2	2	37	0
58	N2	2	37	0
59	N2	2	40	0
60	N2	2	42	0
61	N2	2	42	0
62	N2	2	44	0
63	N2	2	44	0
64	N2	2	47	0
65	N2	2	49	0
66	N2	2	49	0
67	N2	2	54	0
68	N2	2	30	2
69	N2	2	33	2
70	N2	2	33	2
71	N2	2	33	2
72	N2	2	35	2
73	N2	2	40	3
74	N2	2	40	3
75	hif-1	1	23	0
76	hif-1	1	23	0
77	hif-1	1	28	0
78	hif-1	1	30	0
79	hif-1	1	30	0
80	hif-1	1	30	0
81	hif-1	1	33	0
82	hif-1	1	33	0
83	hif-1	1	33	0
84	hif-1	1	33	0
85	hif-1	1	44	0
86	hif-1	1	23	2
87	hif-1	1	26	2
88	hif-1	1	26	2
89	hif-1	1	26	2
90	hif-1	1	26	2
91	hif-1	1	26	2
92	hif-1	1	26	2
93	hif-1	1	28	2
94	hif-1	1	28	2
95	hif-1	1	28	2
96	hif-1	1	28	2
97	hif-1	1	28	2
98	hif-1	1	28	2
99	hif-1	1	28	2
100	hif-1	1	28	2
101	hif-1	1	30	2
102	hif-1	1	30	2
103	hif-1	1	33	2
104	hif-1	1	33	2
105	hif-1	1	33	2
106	hif-1	1	33	2
107	hif-1	1	33	2
108	hif-1	1	33	2
109	hif-1	1	33	2
110	hif-1	1	35	2
111	hif-1	1	37	2
112	hif-1	1	37	2
113	hif-1	1	21	3
114	hif-1	1	35	3
115	hif-1	1	37	3
116	hif-1	2	19	0
117	hif-1	2	19	0
118	hif-1	2	21	0
119	hif-1	2	23	0
120	hif-1	2	28	0
121	hif-1	2	28	0
122	hif-1	2	28	0
123	hif-1	2	28	0
124	hif-1	2	30	0
125	hif-1	2	30	0
126	hif-1	2	33	0
127	hif-1	2	33	0
128	hif-1	2	33	0
129	hif-1	2	33	0
130	hif-1	2	33	0
131	hif-1	2	35	0
132	hif-1	2	40	0
133	hif-1	2	40	0
134	hif-1	2	44	0
135	hif-1	2	47	0
136	hif-1	2	51	0
137	hif-1	2	58	0
138	hif-1	2	23	2
139	hif-1	2	26	2
140	hif-1	2	28	2
141	hif-1	2	33	2
142	hif-1	2	33	2
143	hif-1	2	33	2
144	hif-1	2	33	2
145	hif-1	2	33	2
146	hif-1	2	33	2
147	hif-1	2	33	2
148	hif-1	2	33	2
149	hif-1	2	35	2
150	hif-1	2	35	2
151	hif-1	2	35	2
152	hif-1	2	37	2
153	hif-1	2	37	2
154	hif-1	2	37	2
155	hif-1	2	21	3
156	hif-1	2	33	3
157	hif-1	2	35	3
158	hif-1	2	35	3
159	hif-1	2	35	3
160	hif-1	2	37	3
161	hif-1	2	40	3
162	hif-1	2	40	3
163	vhl-1	1	37	0
164	vhl-1	1	42	0
165	vhl-1	1	42	0
166	vhl-1	1	42	0
167	vhl-1	1	44	0
168	vhl-1	1	44	0
169	vhl-1	1	44	0
170	vhl-1	1	47	0
171	vhl-1	1	47	0
172	vhl-1	1	47	0
173	vhl-1	1	47	0
174	vhl-1	1	47	0
175	vhl-1	1	49	0
176	vhl-1	1	49	0
177	vhl-1	1	49	0
178	vhl-1	1	49	0
179	vhl-1	1	49	0
180	vhl-1	1	49	0
181	vhl-1	1	51	0
182	vhl-1	1	51	0
183	vhl-1	1	54	0
184	vhl-1	1	54	0
185	vhl-1	1	56	0
186	vhl-1	1	56	0
187	vhl-1	1	56	0
188	vhl-1	1	58	0
189	vhl-1	1	58	0
190	vhl-1	1	58	0
191	vhl-1	1	58	0
192	vhl-1	1	63	0
193	vhl-1	1	67	0
194	vhl-1	1	40	2
195	vhl-1	2	33	0
196	vhl-1	2	35	0
197	vhl-1	2	35	0
198	vhl-1	2	42	0
199	vhl-1	2	42	0
200	vhl-1	2	44	0
201	vhl-1	2	47	0
202	vhl-1	2	47	0
203	vhl-1	2	47	0
204	vhl-1	2	47	0
205	vhl-1	2	47	0
206	vhl-1	2	47	0
207	vhl-1	2	47	0
208	vhl-1	2	47	0
209	vhl-1	2	49	0
210	vhl-1	2	49	0
211	vhl-1	2	49	0
212	vhl-1	2	49	0
213	vhl-1	2	49	0
214	vhl-1	2	49	0
215	vhl-1	2	49	0
216	vhl-1	2	49	0
217	vhl-1	2	49	0
218	vhl-1	2	51	0
219	vhl-1	2	51	0
220	vhl-1	2	51	0
221	vhl-1	2	54	0
222	vhl-1	2	54	0
223	vhl-1	2	54	0
224	vhl-1	2	54	0
225	vhl-1	2	54	0
226	vhl-1	2	56	0
227	vhl-1	2	56	0
228	vhl-1	2	56	0
229	vhl-1	2	56	0
230	vhl-1	2	58	0
231	vhl-1	2	58	0
232	vhl-1	2	58	0
233	vhl-1	2	58	0
234	vhl-1	2	58	0
235	vhl-1	2	58	0
236	vhl-1	2	61	0
237	vhl-1	2	61	0
238	vhl-1	2	61	0
239	vhl-1	2	61	0
240	vhl-1	2	61	0
241	vhl-1	2	63	0
242	vhl-1	2	65	0
243	vhl-1	2	65	0
244	vhl-1	2	67	0
245	vhl-1	2	69	0
246	vhl-1	2	69	0
247	daf-16	1	35	0
248	daf-16	1	35	0
249	daf-16	1	40	0
250	daf-16	1	40	0
251	daf-16	1	40	0
252	daf-16	1	42	0
253	daf-16	1	42	0
254	daf-16	1	42	0
255	daf-16	1	42	0
256	daf-16	1	42	0
257	daf-16	1	44	0
258	daf-16	1	54	0
259	daf-16	1	28	2
260	daf-16	1	33	2
261	daf-16	1	35	2
262	daf-16	1	26	3
263	daf-16	1	28	3
264	daf-16	1	33	3
265	daf-16	2	23	0
266	daf-16	2	23	0
267	daf-16	2	23	0
268	daf-16	2	26	0
269	daf-16	2	26	0
270	daf-16	2	26	0
271	daf-16	2	26	0
272	daf-16	2	26	0
273	daf-16	2	26	0
274	daf-16	2	28	0
275	daf-16	2	28	0
276	daf-16	2	30	0
277	daf-16	2	30	0
278	daf-16	2	33	0
279	daf-16	2	33	0
280	daf-16	2	33	0
281	daf-16	2	33	0
282	daf-16	2	33	0
283	daf-16	2	35	0
284	daf-16	2	35	0
285	daf-16	2	37	0
286	daf-16	2	37	0
287	daf-16	2	40	0
288	daf-16	2	40	0
289	daf-16	2	40	0
290	daf-16	2	40	0
291	daf-16	2	42	0
292	daf-16	2	44	0
293	daf-16	2	44	0
294	daf-16	2	26	2
295	daf-16	2	26	2
296	daf-16	2	28	2
297	daf-16	2	28	2
298	daf-16	2	28	2
299	daf-16	2	28	2
300	daf-16	2	28	2
301	daf-16	2	28	2
302	daf-16	2	28	2
303	daf-16	2	30	2
304	daf-16	2	33	2
305	daf-16	2	33	2
306	daf-16	2	35	2
307	daf-16	2	37	2
308	daf-16	2	37	2
309	daf-16	2	21	3
310	daf-16	2	26	3
311	daf-16	2	28	3
312	daf-16	2	28	3
313	daf-16	2	28	3
